directorId,directorName,movieId
121688,Ferdinand Fairfax,39463
5953,Spike Jonze,492
14281,Alan Crosland,144475
70862,Richard Thorpe,68191
151399,Harvey Hart,198171
120018,Massimo Venier,42395
133403,Simon Rumley,13254
1083501,Gustavo Lipsztein,127016
105113,Lars Lennart Forsberg,169090
139825,Oren Jacoby,329137
1498711,Zune Kwok,376916
150605,Edmond T. Gréville,80090
19012,Davis Guggenheim,18041
67972,Giuseppe Moccia,11441
95293,Busby Berkeley,43903
20192,Brian Taylor,18501
108012,Hiroshi Inagaki,49363
10001,William Wyler,18612
1012088,James Benning,217477
1031943,Sophia Takal,385737
43141,Pete Travis,49049
85552,Borja Cobeaga,292631
50739,Enzo G. Castellari,40383
137467,Ben Wheatley,117974
82351,Henrik Ruben Genz,262338
80387,Priyadarshan,166260
20023,Youssef Chahine,36108
12804,Peter Yates,75889
931795,Tim Kirkman,416437
935137,Danièle Huillet,104871
119419,Deon Taylor,277702
234495,Giacomo Battiato,38516
1305369,Johanna Hamilton,261855
4910,Michael Clancy,16358
1076027,Sharon Lockhart,122356
6046,Roland Emmerich,117251
85637,Béla Tarr,115427
108727,Allen Baron,32008
11091,Brett Ratner,5994
999723,Nobuo Mizuta,44814
139280,Jay Chapman,295368
6729,Robert Benton,61178
7187,Richard Donner,942
99251,Pericles Lewnes,27916
122633,Burt Gillett,109298
30309,Peter Greenaway,95243
586317,Thierry Binisti,61361
77465,Ash Baron-Cohen,14883
58021,Tinto Brass,22705
1065015,Óskar Thór Axelsson,97340
64195,Joseph Zito,12663
88800,Mohit Suri,192558
4489,Steve Oedekerk,14962
142517,Tim Kirkby,49505
1450907,Sandeep Mohan,376681
28236,Daniel Haller,94468
10085,Oliver Robins,23594
29648,Dan Curtis,61050
14566,Alexander Mackendrick,3052
20026,Samira Makhmalbaf,129277
87554,Im Kwon-taek,54986
138507,Kim Ho-joon,44656
1006852,Iara Lee,117036
1040520,John Chuldenko,104232
1205016,Emiliano Rocha Minter,378485
229568,Lisa Azuelos,21861
110683,Yuji Moriyama,288293
7501,Ronald Neame,66022
129678,Will Jason,207752
115447,Andy Wolk,18375
19266,Larry Cohen,78076
182892,Mike Rohl,148652
20380,Paul Jarrett,333678
38689,John Flynn,26762
102833,Irvin Berwick,90030
146484,Gérard Bitton,26152
41887,Michael Polish,33430
65531,Eric Goldberg,10530
50300,John Farrow,20153
92694,Elliot M. Bour,13417
2690,Peter Weir,11120
13980,Vincente Minnelli,78358
22669,Julien Temple,25832
560288,Lucho Bender,71118
1618227,Efrem Pruzhanskiy,84774
18627,Paul Morrissey,128268
1118348,Mickey Keating,143146
20025,Shôhei Imamura,85692
37197,Riccardo Freda,28061
137712,Valentin Kuik,384111
101528,Don Sharp,28778
26775,Liu Chia-Liang,11841
7908,Frank Oz,10806
101531,Quentin Lawrence,43143
1286511,David Beilinson,251220
18378,Herbert Ross,26331
8500,John Ford,52561
21452,John Rich,169788
11091,Brett Ratner,12572
65874,Xavier Koller,41834
70109,Benny Chan,44263
105287,Scott Harris,29938
8929,Charles Crichton,65651
226631,Richard Rosson,103938
84748,Seiji Chiba,57011
1178439,Martin Le Gall,198130
969551,Alastair Siddons,124501
1137548,David Paul Meyer,169721
2428,Ernst Lubitsch,44208
2778,Dennis Hopper,32924
103679,Per Åhlin,13798
97296,Zacharias Kunuk,13245
47399,Frank Tashlin,37124
583433,Erich Hörtnagl,33280
55948,Alan Smithee,32031
1081835,Pontus Klänge,44552
1503532,Sarah Rotella,357424
76381,David Butler,80720
25598,Paul Greengrass,2503
1319499,Paul Currie,269795
110395,Helen Stickler,33255
80170,Tadeusz Chmielewski,64115
27005,Don Michael Paul,15581
1264484,Lasse Nyhaugen,229693
78992,Bill Eagles,15940
20647,Steve Conrad,13172
1305820,Catalina Aguilar Mastretta,431093
119294,Abbas Kiarostami,154413
128639,Armand Mastroianni,22672
1724,Roger Spottiswoode,287935
85840,Alan Rafkin,20238
90575,Daniel Schechter,139998
95501,Yasujirō Ozu,21967
35689,Keenen Ivory Wayans,4248
77121,Randall Miller,17207
47724,Tom Shankland,16342
66604,Joe Charbanic,10685
94011,Bill Melendez,23998
40345,Don Bluth,4978
127890,Hiroshi Nishitani,42341
90522,Daniel Mann,84214
13581,Brian Levant,23172
77211,Félix Enríquez Alcalá,69315
125659,Pat Murphy,41165
57832,Daniel Lee,34179
1110434,Patrice Toye,139270
544158,Russell DeGrazier,65869
52140,Charles B. Griffith,239091
23724,Patrice Chéreau,32687
4415,Federico Fellini,11035
9855,Terence Young,68865
1150,Brian De Palma,22307
107639,Juliusz Machulski,256608
35318,Ken Annakin,64851
88857,Dome Karukoski,20548
160,Eytan Fox,26
3239,Ernest B. Schoedsack,44657
29662,Terence Fisher,38964
225009,Pablo Larraín,110398
50567,Melvin Frank,175287
14692,Nick Castle,16560
10601,Joseph L. Mankiewicz,22292
116155,Ere Kokkonen,55408
11379,Mark Peploe,45926
204553,Ethan Spaulding,67900
1361868,Vuk Ršumović,291156
77062,Damian Nieman,14576
114614,David Nixon,35691
543946,Hall Bartlett,277167
13563,Norman Jewison,14811
1486097,Irv Drasnin,160008
1140482,Maxim Pozdorovkin,250852
115891,Chris Hegedus,26360
107470,Jonathan auf der Heide,22882
17494,Dennis Dugan,9957
64508,Sidney J. Furie,235092
69719,Bruno Barreto,19600
98897,Shaun Tan,58515
1884,Steven Soderbergh,163
114596,Jake Goldberger,201550
60893,Pierre Perrault,262296
2679,David Hackl,11917
25558,Don Chaffey,11114
51875,Andrew V. McLaglen,31938
12804,Peter Yates,46059
55789,Tate Taylor,24450
1193575,Terry McDonough,210024
21712,Carl Franklin,189197
1555617,Dee Hibbert-Jones,369366
30309,Peter Greenaway,121869
13,Albert Brooks,27223
52602,Rob Morrow,133115
260050,David Menkes,17899
21311,Wesley Ruggles,36513
10965,Chris Columbus,2277
92831,Herman Yau,182127
142299,Juan Ibáñez,50688
9248,Nora Ephron,24070
127380,Michael Chang,16237
1579144,Witold Lesiewicz,25939
1086386,Jason Lapeyre,128081
1317534,Lara Perez Takagi,268666
1179828,Pamela Romanowsky,416166
68976,Lionel Delplanque,45939
41616,Segundo de Chomón,150396
2303,Wim Wenders,246127
50300,John Farrow,32887
77104,Charles Sturridge,139463
37362,Henry King,56558
76910,Christophe Honoré,70993
13776,John Frankenheimer,3482
973668,Nancy Buirski,104250
1162039,Hiroki Shibata,30575
1461,George Clooney,3291
9603,Sergei M. Eisenstein,47703
6818,Werner Herzog,9952
115122,Dmitriy Dyachenko,35428
1457187,Han Jun-hee,336744
87494,Paul Solet,306969
1209855,Jeremiah Birnbaum,224282
224512,Dan Mintz,20216
589916,Akira Hirose,80647
140886,Joseph Mangine,26676
1137548,David Paul Meyer,440767
104178,Radley Metzger,124122
1264208,Lina Chamie,89271
142618,Adam Curtis,49870
57870,Jason Bloom,25723
277304,Robert Mugge,245622
86290,Derek Jarman,140527
1028338,Felix O. Adlon,83209
2589,Terry George,13923
236829,Tatyana Lioznova,37174
101528,Don Sharp,30972
128992,Dylan Southern,42863
3092,Diane Keaton,10385
61848,James Dodson,17334
32134,Charles Vidor,61048
8841,Donald Crisp,111759
1004709,Will Zens,31122
57543,Pierre Watrin,9385
145134,Jill Sprecher,55561
587535,Jiří Trnka,257095
1184272,Christopher Marshall,202152
89157,Bernard L. Kowalski,51104
29646,Charles Jarrott,83105
95996,Thomas Doran,26679
43513,Graham Baker,14157
102429,Roger Corman,187790
1416295,Hasko Baumann,55327
225898,István Szabó,11911
14773,Don Siegel,984
14670,Joan Rivers,102841
12160,Satyajit Ray,94798
213379,Srđan Dragojević,51022
124796,Gary Jones,143142
64856,Michael Jai White,70006
190339,Ian Iqbal Rashid,55177
43954,David Grossman,26264
15872,Martyn Burke,13437
71872,Jeff Nichols,12247
68993,Godfrey Reggio,106828
272812,Stephen Marshall,156937
31119,Sylvain White,34813
137442,Pyotr Buslov,363846
71788,Tim Whelan,38807
9789,Robert Altman,3586
85357,Christian Charles,182349
65629,Bibo Bergeron,10555
562918,Larysa Kondracki,65760
1038659,Andrew Dosunmu,157384
52094,Jerry Jameson,7227
69759,Apichatpong Weerasethakul,57458
1655707,M.A. Taylor,407789
8635,Buster Keaton,51360
1142891,Jason Kohn,18181
81186,Andrew Solt,26723
47893,Gary Nelson,9710
33405,Gillies MacKinnon,49798
935868,Bobby A. Suarez,85268
94771,Roland West,26162
18563,Georges Lautner,21070
77357,Rupert Wyatt,61791
11528,Jean Renoir,45212
18382,Chris Matheson,6884
1364038,Christian De Vita,292795
8823,Raoul Walsh,74436
158955,Joan Darling,58507
72646,Tomás Gutiérrez Alea,106176
76100,Ben Stassen,13956
1192062,Vitaly Melnikov,208783
3026,Rob Reiner,2493
33008,Menahem Golan,26113
1738289,"John Stalberg, Jr.",27584
931898,Aleksandr Baranov,164013
3556,Roman Polanski,10531
549978,Jeff Warrick,67908
1136442,Masaya Kakei,13128
1088647,Maggie Carey,129139
120953,Gautham Vasudev Menon,37941
1586276,Ted Braun,385805
1269935,Lau Shut-Yue,67021
83281,Lenny Abrahamson,264644
549547,Mikheil Chiaureli,106259
116986,Jerry Hopper,40790
1480863,Christopher S. Rech,343880
793,Luis Buñuel,91
963421,Chan Marshall,191476
20556,Bertrand Tavernier,121895
97773,Anne Wheeler,18212
139280,Jay Chapman,273128
5216,Gus Van Sant,1807
176856,Howard Baker,243984
16644,Dolph Lundgren,35402
10847,Santiago Segura,1285
129534,Art Clokey,43475
132305,Nobuhiko Ôbayashi,122188
21113,D.A. Pennebaker,61708
74052,Peter Avanzino,15060
141197,Michael Bafaro,365805
64114,Edward Dmytryk,65488
1078041,Hirohisa Sasaki,76822
7554,Silvio Soldini,36956
1189049,Zak Levitt,265330
109256,Sergio Oksman,366742
87169,Steven E. Gordon,16652
1726667,William Garcia,84242
29962,King Vidor,120657
67972,Giuseppe Moccia,128657
468,Stephen Daldry,206563
139002,David Maysles,27375
73256,David Miller,87936
1215,Raja Gosnell,13499
1115305,Phil Volken,333354
1268451,Kristina Grozeva,287497
5029,Robert Siodmak,44041
133259,Arthur Hiller,174865
55692,Arnold Laven,37413
90522,Daniel Mann,103612
1141400,James E. Duff,159652
1102370,L. Gustavo Cooper,341886
66708,Michael A. Pierce,60306
1031934,Benito Perojo,122525
1386400,Daniele Grieco,303856
87267,Francesco Rosi,78101
64114,Edward Dmytryk,37412
25622,Yoshikazu Yasuhiko,39230
84641,Lewis Seiler,108844
24,Robert Zemeckis,285783
119819,Anurag Basu,38440
1,George Lucas,11
33513,Clive Donner,49483
1056311,Toshiyuki Kubooka,13851
150181,John Erman,100490
16136,Hiroyuki Kitakubo,66045
37770,Claude Autant-Lara,140383
98199,Jerry Schatzberg,31587
23961,Claudio Amendola,257593
68185,Eric Schaeffer,97805
223876,Johan Grimonprez,58032
15557,Bill Condon,11184
1336135,Ideya Garanina,279598
122724,Adam Dubin,364089
1118087,James Cullingham,142914
18356,Stephen Herek,15671
1130914,Jeethu Joseph,217389
1086270,Kenneth Scicluna,8985
61244,Robert Vince,149910
11195,Gérard Oury,25866
19665,John Boorman,77333
121585,Raúl Ruiz,126420
10907,Stéphane Foenkinos,81342
49361,Bill Bennett,6382
1117466,Young-jae Lee,142499
1180777,April Wright,200119
488,Steven Spielberg,87
24264,Craig Ferguson,48967
1020760,Marcel Roels,180685
38883,Arnaud Desplechin,61578
94787,Joe Camp,23069
24657,Franco Zeffirelli,198469
72952,Grant Harvey,157449
133403,Simon Rumley,87436
1056121,Ryan Coogler,157354
1170106,Anthony Chen,188598
83199,Tokuzô Tanaka,159403
550481,Jérémy Clapin,53222
11614,M. Night Shyamalan,9697
18865,Louis Leterrier,1724
63713,Martha Coolidge,19053
150884,Bosse Lindquist,51402
128612,Hans Herbots,66066
1194392,Lorenzo Bianchini,210079
550690,Meghan Eckman,56113
18596,Taylor Hackford,39845
51373,Larry Peerce,52734
1807081,Jamie Cymbal,455188
69719,Bruno Barreto,20268
124137,Věra Chytilová,80080
42993,Martin Donovan,107753
6818,Werner Herzog,11710
9168,Alan Parker,52772
146847,Pontus Löwenhielm,20682
1393117,Noah Thomson,307510
1046935,Kim Longinotto,87943
1122782,Jorge Sanjinés,232866
1620054,Oleg Assadulin,397552
49415,Paul May,19430
3087,Robert Duvall,16425
52961,Dennis Gansel,278924
79392,Alexander Yellen,296626
40223,Joe Carnahan,227300
1039360,Hugh Parks,36992
1372067,Tomm Jacobsen,296503
82859,Craig Singer,62289
46712,Douglas Sirk,30308
97618,David DeCoteau,30641
52849,Louis C.K.,185574
136345,Sean Byrne,354216
1214133,Lamont Johnson,77861
79690,Ray Argall,100185
3415,Jerry Zucker,813
6818,Werner Herzog,172011
1199293,Rich Mallery,382725
138,Quentin Tarantino,273248
84074,Jay Karas,417028
235417,Karen Shakhnazarov,147164
30008,Leo McCarey,111678
1071,Tom Tykwer,10575
25854,Lucas Belvaux,44674
4955,Dario Argento,20126
103511,José Luis Garci,69851
130938,Sergei Bodrov,68737
99593,Jenniphr Goodman,20438
40940,Gerald Thomas,19293
15812,Roger Allers,283161
95501,Yasujirō Ozu,27372
107065,Arthur Marks,44690
25239,Yau Nai-Hoi,37984
25236,Johnnie To,32517
129564,Radu Muntean,55151
40549,Daniel Petrie,27138
233438,Ben Hickernell,127497
49785,Andreas Kleinert,330588
12698,Bob Clark,34374
35325,Eric Till,47670
23799,Uwe Boll,38780
564,Richard Linklater,9081
64508,Sidney J. Furie,11955
124238,Timothy Quay,59357
95489,Lyndall Hobbs,47682
73712,Pratibha Parmar,12808
1243,Woody Allen,10462
1214119,Chuck Vinson,74460
37626,Patrice Leconte,48336
1044746,Pat Higgins,210734
1058272,John G. Adolfi,248741
912,Larry Ferguson,18631
84962,Stiles White,242512
34402,Edward Bernds,41279
1148,Jerzy Stuhr,89823
1167896,Ned Benson,275060
77775,Marianna Palka,14758
236761,Stefano Mordini,135695
32427,W.S. Van Dyke,53161
3849,Tage Danielsson,45691
70636,Gabriel Axel,198783
57641,Dino Risi,56340
129718,Shana Feste,32395
1369361,Benedict Andrews,301334
89249,Jesse James Miller,22745
15175,William Friedkin,9552
1033115,Martin Witz,103195
72206,Robert Pulcini,85984
12345,Virgil W. Vogel,43716
84736,Ivan Passer,31593
225976,Dan Scanlon,13934
1417074,Ron Link,55539
71150,Richard Clabaugh,40537
37710,Peter Hyams,84209
45572,Ruggero Deodato,81772
237205,Craig M. Saavedra,19582
239180,Joel M. Reed,29072
96323,Marcel Sarmiento,87436
1184107,Dante Desarthe,430514
113337,Aleksey Balabanov,82737
40213,Feo Aladag,44246
25527,Jason Connery,57812
145022,Diego Lerman,99648
19244,Michael Winner,47561
34999,Claude Goretta,4146
1088096,James Nunn,182873
53657,Pasquale Festa Campanile,54523
155267,Christopher Miller,137106
43553,Jerzy Skolimowski,49467
78419,Pascal Plisson,222297
1336328,Jason Krawczyk,279690
1190262,Mikhail Romm,204802
108983,Dorothy Arzner,98487
1193934,Danny Deprez,210320
100888,Chuck Jones,89816
940663,Chester M. Franklin,174594
77295,Jesse V. Johnson,146578
8500,John Ford,37368
91604,Ali Taner Baltaci,13296
69991,Pen-Ek Ratanaruang,11606
591269,Janusz Majewski,208309
1450271,Matthew Ross,316021
51845,Martin Bell,42098
82389,Norman Z. McLeod,23101
113609,Pascal Bourdiaux,426830
40599,Robert Day,26939
1027125,Larry Weinstein,218576
126750,Serge Bromberg,41504
1362644,Pete Middleton,378441
5696,Bruce Beresford,25832
6729,Robert Benton,42228
5690,James Algar,756
19789,Marcel Ophüls,42611
257772,João César Monteiro,83215
127027,James Moll,41605
64099,Sam Pillsbury,250622
1152,Oliver Stone,1966
54597,Joe Nussbaum,51588
1609917,Houda Benyamina,393729
1043373,Micha X. Peled,54546
69991,Pen-Ek Ratanaruang,38025
253152,Oscar Micheaux,175226
131770,Jed Weintrob,24499
1182701,John Lundberg,201076
64211,Franck Khalfoun,342896
144496,Shane Ryan,35733
20412,Michael Anderson,114618
108987,William A. Seiter,98404
206169,Jon Schnepp,87436
125071,Miguel M. Delgado,45191
1650,François Truffaut,8070
1078398,Aaron C. Peer,123634
10707,Terry Jones,583
18184,Xavier Gens,13492
50577,Norman Panama,108353
29287,Timothy Bond,69016
8500,John Ford,72613
1211915,Bernard McEveety,42519
139864,Paul Schibli,13759
46199,Stephan Komandarev,5871
24279,Paolo Taviani,41648
102627,Steve Carver,45186
81328,Andrew Traucki,87436
14674,George Cukor,43145
1499996,Vahe Gabuchian,75680
65629,Bibo Bergeron,77459
61204,Jonathan Segal,50590
16513,John G. Avildsen,1366
1007689,Tim Sutton,218262
94011,Bill Melendez,31718
63571,Wilson Yip,320132
2662,Frank Capra,99922
17046,Gary Winick,10521
1667420,Tom Piozet,61401
994199,J.K. Amalou,326057
23858,Harley Cokeliss,49343
941418,Rafael Montero,351232
8965,Roland Joffé,10533
68,Fritz Lang,12206
1449665,David Osit,332746
120776,Herbert I. Leeds,33389
18355,Alex Winter,173210
138006,Frederick Wiseman,355230
16862,Claude Lelouch,352025
37361,Anatole Litvak,354105
80651,Kim Sang-jin,31967
57604,Joel Gallen,296206
46307,Roy Rowland,38395
1118869,Nancy Adair,143322
1408012,Mark Aizenberg,315371
587971,Jan Jakub Kolski,113321
1201,Garry Marshall,13159
225139,Marco Ponti,186982
72624,John Duigan,32767
565465,Michael Salomon,15926
240008,Yoshihiro Ishikawa,64876
43652,Takashi Yamazaki,61984
37361,Anatole Litvak,31148
1048458,Saul Metzstein,50451
25558,Don Chaffey,77593
69759,Apichatpong Weerasethakul,38368
110216,Jyoti Swaroop,20622
1355868,Dave Kehr,288292
1555636,Kogonada,414453
8403,David Hare,260339
10828,Guillermo del Toro,68726
71276,Imtiaz Ali,11807
3230,Todd Louiso,84281
65133,Marcus Raboy,25186
122969,Edward Sedgwick,43131
30365,Michael Caton-Jones,139777
1276555,John-Keith Wasson,241553
11218,Alfonso Cuarón,49971
109207,Nicholas Webster,32307
1018959,Robert S. Fiveson,98851
5342,Mike Nichols,22414
10586,Richard Lester,8536
1724,Roger Spottiswoode,101887
834,Otto Preminger,118915
10601,Joseph L. Mankiewicz,61105
34580,Henri Verneuil,51213
40940,Gerald Thomas,26329
1018474,Marty Thomas,229526
32776,Burt Balaban,3556
12715,Jeff Gillen,39844
145691,Hasse Ekman,81981
14999,George A. Romero,10349
52443,Jason Reitman,243684
120246,Huck Botko,415766
9076,F.W. Murnau,10728
3317,Takeshi Kitano,12166
21053,John Dahl,31583
78725,Agnès Merlet,15741
1434065,Jimmy Zeilinger,282624
549045,Oleg Bondarev,67687
1197210,David Turner,212846
8039,James Ford Murphy,286192
39,Sam Mendes,25
139150,Amy Seimetz,95177
108983,Dorothy Arzner,112885
57970,Alex Jones,9561
59839,Harvey Weinstein,40227
583166,Jihun Kim,154030
15858,Tim Hunter,9636
562194,David Kaplan,46641
526804,Chuck O'Neil,136553
29962,King Vidor,90980
93561,Aleksi Mäkelä,257668
109745,Lee Toland Krieger,293863
131184,Phillip J. Roth,66741
1052930,Jacob Kornbluth,75386
5501,Gary Fleder,400
581943,Ya-che Yang,119273
101632,Alex Horwitz,415078
37633,Jean Becker,4519
66829,Sabbir Khan,10788
1079506,Luis Ortega,124198
2662,Frank Capra,99608
17282,Takashi Miike,11075
40054,Andrew L. Stone,43513
14643,William A. Wellman,130134
5028,Curt Siodmak,44692
146811,Miles Swain,15850
32940,Yves Boisset,88309
1114880,Saul Landau,288291
1078813,Cynthia Scott,244449
83189,Paolo Virzì,48254
125071,Miguel M. Delgado,342011
89193,Carlo Verdone,37775
74058,Charles Ferguson,44639
53334,Jim Sheridan,69668
226631,Richard Rosson,877
1239766,Nisha Ganatra,24123
14800,Jennifer Chambers Lynch,47655
10051,Tobe Hooper,16337
69991,Pen-Ek Ratanaruang,88573
87322,Aku Louhimies,20160
95293,Busby Berkeley,67967
18854,Martin Ritt,110671
85806,Thomas K. Avildsen,20197
147532,Flip van der Kuil,79723
549068,Sande N. Johnsen,86177
212687,Daniel Calparsoro,141015
932501,Eric Merola,85721
937570,Douglas Buck,52788
16958,Randy Barbato,15665
122016,Carlo Lizzani,61212
100621,Denny Harris,28380
112993,Hugh Harman,174442
1734267,Curt Wiser,429838
101891,Gus Trikonis,31124
54222,Jean-Paul Salomé,35831
1016214,Kleber Mendonça Filho,97989
66987,Fritz Kiersch,89909
129119,Terry Winsor,18394
71174,Tsai Ming-liang,209840
115891,Chris Hegedus,187458
120970,Deborah Stratman,254661
240069,Per Lindberg,64926
1126,Krzysztof Kieślowski,49112
28487,Andy Wilson,12628
1122434,Chris Atkins,40658
932222,Nick Doob,18520
26265,Lina Wertmüller,37916
3055,David Mackenzie,237
142502,Boris Khlebnikov,49579
93560,Paul Morrison,25334
1031794,Matthew Longfellow,63244
1016352,Angela Pope,93946
87467,Talia Lugacy,21373
63571,Wilson Yip,70530
87083,Vladimir Grammatikov,63584
1429868,Maciej Bochniak,346443
23799,Uwe Boll,17456
65931,Wei Tung,10616
162060,Todd Morris,129311
18500,Phil Joanou,9766
68770,Mark Rosman,15648
932908,Adam Foulkes,86118
1368293,Jackie Oudney,39369
78212,Xavier de Rosnay,49760
57692,Neal Brennan,19905
578,Ridley Scott,20662
935896,Fernando Grostein Andrade,79893
38689,John Flynn,179798
140909,Zak Knutson,299969
19172,Donald P. Borchers,25754
305273,Matthias X. Oberg,36353
68020,Omar Naim,50023
592701,Kari Juusonen,25741
65452,Mike Leigh,265640
36588,Joe Wright,50456
15488,Ken Loach,13384
54767,Mika Kaurismäki,365188
4610,John Landis,27381
1469309,Claudio Marcone,330007
21657,Vera Farmiga,50875
42309,Tibor Takács,64218
5066,Olivier Ducastel,21488
58075,Bill L. Norton,75834
15521,Ernest R. Dickerson,9059
77832,Miles Brandman,15053
1030260,Pat Mills,285860
1188384,Lutz Dammbeck,77786
58822,Danny Steinmann,14673
937109,Y.K. Kim,59558
1273673,Enrico Maria Artale,238925
25950,Jean-Paul Rappeneau,14652
210161,Christopher Wilcha,242675
154547,Chris Nelson,159024
143998,Malcolm St. Clair,71098
21053,John Dahl,10866
55692,Arnold Laven,82838
1191229,David Fine,48273
1183228,Ray Laurent,99536
52968,Russell Mulcahy,66892
7396,Peter Farrelly,100042
1507572,Tal Goldberg,347328
232123,Lisa Ohlin,82448
35155,John Gray,65431
3146,Billy Wilder,430
7736,Pål Sletaune,75229
3239,Ernest B. Schoedsack,244
1069629,Michael J. Gallagher,119278
106242,Nick Zedd,183127
89193,Carlo Verdone,43544
64114,Edward Dmytryk,30307
270361,Aleksey German,100784
3111,Alexandre Rockwell,72843
113500,Philipp Stölzl,52475
23946,Roger Young,24793
44866,Edwin S. Porter,148511
1286745,Stuart A. Goldman,251419
238384,Alain Guiraudie,186992
1750919,Kostas Haralambous,47683
1035,Paul Schrader,6217
126259,Hiroshi Watanabe,35105
40184,Philip Leacock,171308
1071,Tom Tykwer,270010
99116,Ted V. Mikels,27832
34189,Klaus Maeck,318042
60981,Peter Brook,44258
59911,Daniele Luchetti,58703
102402,Rick Jacobson,26715
2303,Wim Wenders,23676
229164,Mike Stoklasa,137746
564872,Paul Aaron,21376
47517,Roy Boulting,180836
78845,Arthur Lubin,29254
39996,Sidney Lumet,184795
137495,Shūji Terayama,36090
1185256,Igor Zaritzki,48615
1364216,Aaron Fronk,422127
15775,Kevin Lima,59191
96934,Bo Widerberg,27098
936584,Laurent Bouzereau,163250
59438,Mark Joffe,71730
130663,Hervé Mimran,44269
29317,R.G. Springsteen,128437
1185785,Saodat Ismailova,203329
101174,Jason Wulfsohn,22451
69719,Bruno Barreto,11523
52358,Boaz Yakin,72387
7908,Frank Oz,11639
253869,Tamar Simon Hoffs,37818
24173,Mike Binder,11354
130929,Stefan Liberski,287509
133955,Jan Kidawa-Blonski,31855
40,Orson Welles,116800
118712,Kim Tae-kyung,132957
9894,Bernhard Wicki,9289
8514,Robert Parrish,56188
1172929,Rohit Colin Rao,192644
932971,Eduardo Coutinho,86321
239917,Ugo Pirro,82114
1437435,Joan Sekler,41316
964789,Martha Shane,158994
230786,Jacques-Yves Cousteau,60234
3317,Takeshi Kitano,45284
3239,Ernest B. Schoedsack,104485
664,Frank Marshall,9036
78845,Arthur Lubin,19953
61985,Olivier Baroux,44155
1197750,Brian Holden,239895
8500,John Ford,157903
23590,David LaChapelle,2287
638550,Kristi Jacobson,84198
190300,Ryan Moore,253295
1500680,Oh-Kwang Kwon,356201
144851,Svetozar Ristovski,108827
4387,François Ozon,121875
582255,Kike Maíllo,77561
52140,Charles B. Griffith,45232
107454,Henry Cornelius,30095
108987,William A. Seiter,43825
1637778,Melchior Zwyer,396330
40599,Robert Day,58470
82829,Michael Oblowitz,48333
6159,Ron Howard,207932
4786,Richard Attenborough,66775
1109560,Gaël Lieblang,129360
585035,Óscar Aibar,137614
44950,Richard Schickel,5707
12386,Nelson Pereira dos Santos,836
33405,Gillies MacKinnon,42758
1184485,Jon Hart,17073
40680,Julie Brown,106263
1022656,David Brundige,99904
23724,Patrice Chéreau,11845
52968,Russell Mulcahy,24206
1927,Blake Edwards,936
1033136,Klaartje Quirijns,103215
190,Clint Eastwood,363676
1288761,Andy Landen,253277
62795,Adam Del Deo,14287
11012,Michael Dougherty,23202
129952,Sean McNamara,62410
573790,Park In-je,75006
64114,Edward Dmytryk,176143
27005,Don Michael Paul,10501
38393,Marcel Pagnol,43844
1191198,Rolan Bykov,63569
16590,Sheldon Lettich,9399
71466,Arnold Glassman,41778
590960,Scott L. Montoya,250624
112588,Kirby Dick,84288
793,Luis Buñuel,29264
57641,Dino Risi,31293
224214,John Bradshaw,299574
63713,Martha Coolidge,83714
12515,José Ferrer,176216
130708,Marty Weiss,49597
18669,J. Lee Thompson,57578
4027,Frank Darabont,278
110347,William K.L. Dickson ,105153
235960,Jens Jørgen Thorsen,420519
488,Steven Spielberg,57212
28615,Éric Rohmer,75733
1179832,Virginia Urreiztieta,199647
78013,Dallas Jenkins,15216
19450,Bob Rafelson,39472
14268,Massimo Dallamano,89652
1076268,Jukka Kärkkäinen,266740
1305411,Christopher Caldwell,261899
1387618,John Stephenson,815
137349,Miklós Jancsó,157964
20370,Irving Pichel,177790
107148,Michael Tucker,411024
133183,Robert Lee King,39953
16958,Randy Barbato,103668
111083,Keith Snyder,33625
92108,L.A. Puopolo,24645
44789,Danny Bilson,17790
141814,Nicholas DiBella,14127
53861,Susan Seidelman,170752
68519,Andrey Zvyagintsev,25142
20587,Emanuele Crialese,12544
40199,Anthony Mann,16638
89785,Ron Ormond,83310
1000817,Sari Gilman,137651
13859,Stuart Rosenberg,38082
73150,Paul Wendkos,48412
801,Michael Glawogger,76853
1273660,Alessandro Rak,238923
131327,Salvatore Samperi,80754
1551512,Mathew Orzel,373442
104322,Jim McCullough Sr.,29600
1140441,Dawn Porter,159005
1536561,Vladek Zankovsky,346472
152190,Carol Wiseman,67488
66739,Jonathan Liebesman,44943
1034315,David Lammers,117790
69593,Michael J. Bassett,61012
144536,Shinsuke Sato,17180
70069,Hans Alfredson,105734
82033,Jon Hess,40800
29625,Peter Godfrey,13669
1550028,Katsuhiro Ôtomo,33441
21807,Billy Ray,4169
20937,Robert Fuest,17965
548594,Nopporn Watin,67327
258011,Gunnar Hellström,363157
58005,Bharat Nalluri,12178
41621,Tony Krantz,54271
1644046,Lutz Gregor,404518
56591,Danny Leiner,11282
37361,Anatole Litvak,42700
25854,Lucas Belvaux,35008
502188,Andrew Jenks,333099
139056,Stig Lasseby,47542
55790,Allan Moyle,53670
39104,Abel Ferrara,86820
46092,Gerard Damiano,223922
18281,Donald Petrie,11191
1196669,Roger Duchowny,49497
65315,Alessandro Baricco,69471
13284,Stanley Donen,31516
7832,Oliver Hirschbiegel,16759
59,Luc Besson,35552
88820,Jean Rollin,29130
