directorId,directorName,movieId
16566,George P. Cosmatos,14372
32175,William Witney,72693
93194,K. S. Ravikumar,66247
76242,Noel Clarke,269173
33317,David Leland,331214
568301,Gösta Bernhard,173845
1115251,Tim Kinzy,356335
133202,Takanori Tsujimoto,400136
146947,Godfrey Grayson,88061
8635,Buster Keaton,51359
76819,Bruno Lavaine,346564
1141448,V.V. Dachin Hsu,46230
82334,Leslie Norman,234868
939098,Frédéric Louf,91052
138006,Frederick Wiseman,129682
129564,Radu Muntean,39395
69290,Higuchinsky,11366
74878,Tay Garnett,82239
493768,Nathan Hynes,74727
103910,Felix E. Feist,38751
114629,Philippe Mora,71016
54559,Christian Alvart,28355
19266,Larry Cohen,35826
143385,Fred C. Newmeyer,22592
24485,Nicole Garcia,52999
77133,Christine Lahti,25641
64877,Rod Daniel,10438
5281,Spike Lee,96451
1303421,Eugene Abizov,260522
1166389,George Isaac,183258
7765,Walon Green,17875
34741,Frances Marion,175334
11720,Jiří Menzel,79009
77076,Michael Corrente,171857
62768,William Brent Bell,76487
6818,Werner Herzog,8410
1013895,Corrado Farina,100468
17281,Mike Hodges,71373
39022,Anthony Page,77128
43222,Michael Grossman,33871
25182,Yves Robert,12089
38774,Ray Lawrence,54407
109197,Yoh Yoshinari,182131
619627,Steve Hawkes,83413
34611,Howard Zieff,36361
1209814,Pedro Amorim,308674
233211,Satoshi Isaka,61492
129896,Rithy Panh,186997
57028,George Huang,14330
3288,Chris Weitz,2268
16384,Ralph Bakshi,16220
118639,Tom Six,94365
84551,David Barnard,48730
63713,Martha Coolidge,10118
1309936,Friedrich Moser,179668
155716,Joel Rapp,161088
12786,Simon West,2275
2710,James Cameron,76600
100807,Juan Piquer Simón,47886
590928,Paul McEvoy,284995
14227,Jules Dassin,80677
108983,Dorothy Arzner,53857
27954,Jean van de Velde,2764
13848,Charlie Chaplin,28971
4109,Michael Curtiz,161512
4385,Sergio Leone,311
33806,Michele Lupo,87335
21506,George Sidney,107231
96199,Liz Garbus,121471
1118774,Vignesh Shivan,320910
21958,Mark Rydell,84847
138006,Frederick Wiseman,90511
50739,Enzo G. Castellari,143936
1190631,Григорий Никулин,207696
939176,Becky Smith,91122
579421,Arild Fröhlich,388468
19429,Bruce Lee,9462
57641,Dino Risi,45005
3776,Jean-Luc Godard,103613
38576,Al Corley,51177
998507,Stig Svendsen,93394
90178,Deborah Scranton,23495
1319244,Ligy J. Pullappally,137308
76462,Richard Schenkman,13363
204308,Cameron Covell,246006
64722,John Carl Buechler,44909
1156223,Merete Mueller,173491
1210464,Tricia Lee,224944
1058994,Jaime Jiménez Pons,317168
12804,Peter Yates,73208
53914,Jean Eustache,48693
4109,Michael Curtiz,33931
89779,Dwain Esper,63180
229275,Leena Yadav,352205
44878,Nathan H. Juran,43248
91455,Yorgos Javellas,47713
1219037,Frank Marino,260211
125795,Robert A. Masciantonio,41203
15488,Ken Loach,37691
14773,Don Siegel,36522
76446,Shaad Ali,413882
19837,Sijie Dai,1899
107669,Eldar Ryazanov,46010
12698,Bob Clark,22345
69500,Lou Adler,11455
237653,Jean-Daniel Pollet,228455
21348,Eric Bernt,14505
106834,Charles A. Nichols,164954
16002,Gene Nelson,170517
15189,Michelangelo Antonioni,93863
1106764,Doug Biro,253876
1844,Til Schweiger,6183
11435,Howard Hawks,301
39765,Larry Buchanan,63088
61069,Miguel Arteta,108401
139537,William Gazecki,294550
1744,Robert Wise,828
219367,Steve Oram,347760
131443,Gus Meins,25898
9577,George Roy Hill,43007
129952,Sean McNamara,374603
4415,Federico Fellini,5622
21463,Richard Greenberg,2095
83996,Bradford May,19002
130358,Éric Tessier,38988
607,Zhang Yimou,259943
1709410,Andrew Chiaramonte,291554
74566,Yves Simoneau,41587
97774,Alfred E. Green,91456
45645,Deran Sarafian,106968
223910,Jack Baxter,316098
240016,Chang You-jeong,64882
1403147,Andrew van Baal,313511
53943,Ignacio F. Iquino,342213
13,Albert Brooks,63443
54040,John Lee Hancock,10733
931555,Hiroyuki Yamaga,20043
6729,Robert Benton,12647
19101,Lee H. Katzin,77571
107274,Richard Rich,227425
52870,Tim Johnson,7518
43786,Robert Mandel,57240
30149,Mikael Salomon,331214
5917,Ernie Barbarash,463906
1150,Brian De Palma,6075
62661,Erin Berry,48587
92831,Herman Yau,44249
26767,Ringo Lam,19277
133518,Masahiro Shinoda,133563
205475,Marcus Cole,57857
74060,Amy Berg,84351
60050,Dana Lustig,35176
10790,Sam Wood,53231
223736,Stephen K. Bannon,80210
72258,Steve Boyum,17186
143312,William Reilly,96171
9046,Chazz Palminteri,41171
2891,Josef von Sternberg,104776
1246494,Jonathan Miller,194817
1242904,Vincent J. Donehue,51120
38595,Michele Massimo Tarantini,29167
113370,Eric Chaikin,28105
20976,T.J. Scott,361050
1335250,Gabriel Julien-Laferrière,26691
14293,Frank Launder,83015
83883,Kjell-Åke Andersson,199740
1095173,Guy Lee Thys,276608
76449,Sanjay Gadhvi,14194
58172,Pierre Gang,9608
212825,Henrik Georgsson,32649
1095173,Guy Lee Thys,132561
11770,John Carpenter,17814
12890,Pete Docter,150540
120247,Andrew Gurland,16875
8858,Ivan Reitman,58411
107011,Gabrielle Beaumont,80624
1292421,Ebrahim Hatamikia,328069
27954,Jean van de Velde,47231
81355,Yukihiko Tsutsumi,24092
928400,Jeremy Seifert,168864
1320797,Stephan Rick,361854
20412,Michael Anderson,17665
76809,Reynaldo Rodriguez,14028
985151,Mariana Rondón,214138
77269,John Crowley,146223
14855,Frank Borzage,82474
72427,Alan Rudolph,115565
548474,Wong Jing,32162
5524,Andrew Adamson,809
57270,Robert Schwentke,49524
5763,Jacques Tati,58655
19528,Vincent Sherman,32929
1126277,Dan Pița,147692
6818,Werner Herzog,100224
18037,Mathias Dinter,12128
1265981,Nagraj Manjule,383367
13980,Vincente Minnelli,29592
3224,Stephen Frears,3472
125340,Yuri Mamin,41043
56381,James Toback,107246
939275,Paul Cox,267345
141594,António-Pedro Vasconcelos,336681
1027737,Robin Budd,16690
119978,Milind Ukey,37690
929343,Robert Greene,257407
21768,Sylvain Chomet,186729
10051,Tobe Hooper,11954
70636,Gabriel Axel,48336
1028307,Gabrielle Provaas,97082
32375,Mario Monicelli,23832
21452,John Rich,2094
175726,Jorge Montesi,195867
63904,Rockne S. O'Bannon,52395
223534,Dennis Chan,16687
386918,Avdotya Smirnova,123949
82335,Richard Glatzer,17731
116656,Doris Wishman,50977
1634575,Aleksey Krasovskiy,401861
28403,Rainer Matsutani,76097
138322,Victor Nunez,47889
227311,Nanni Loy,62036
64864,Clyde Geronimi,12230
58729,Albert Magnoli,94236
15774,Chris Buck,326359
80948,William Lau,57737
22467,Umberto Lenzi,52809
16767,Aki Kaurismäki,8214
564,Richard Linklater,80
1040955,Valeri Milev,106845
64061,Fred Schepisi,12145
145968,Richard Boleslawski,111310
2245,Yvan Attal,12572
81020,Benjamin Ross,72094
107331,John Llewellyn Moxey,15360
57028,George Huang,38510
1027685,Brent Zacky,25021
20006,Christopher Reeve,15213
78860,Terry Cunningham,343369
1114576,Pa. Ranjith,366080
9897,Shirish Kunder,129507
11472,Irwin Winkler,14171
140244,Manny Rodriguez,20720
11983,Alain Resnais,15377
18740,Fred Guiol,50868
1498350,Jamie M. Dagg,413992
2801,Andrzej Wajda,224
57370,Frank Coraci,232672
1443386,Brian Fee,260514
73256,David Miller,197785
51298,Dax Shepard,109513
1509962,Alan Stivelman,359736
1109586,Georgios Papaioannou,138719
1293509,Mariano Llinás,255979
1640226,Robert Freeman,117512
507842,Doron Paz,339547
63973,Matteo Garrone,103758
55146,Paul Bogart,8463
230202,Peter Raymont,59974
29646,Charles Jarrott,97519
1561511,Ann Marie Fleming,403114
12160,Satyajit Ray,45940
56891,Rachel Talalay,117700
309,Pedro Almodóvar,8220
323,Curtis Hanson,8987
16888,Ralph Nelson,1403
59703,Frank E. Flowers,9830
142404,Ellen Goosenberg Kent,49542
1210338,Matti Kuortti,438012
17784,John Irvin,30840
45460,Ken Dixon,27462
1423660,Trey Edward Shults,418078
15425,Neil Young,70011
7879,John Lasseter,863
25826,Mario Bava,168408
234668,Paul Davis,61997
563461,Stan Brakhage,127148
33690,Robert F. Hill,225503
80570,Walter Lang,29577
3632,Richard Brooks,52364
77639,Jonathan Gershfield,14921
571455,Susumu Kudo,279254
46959,Frank McDonald,160162
141825,Rusty Cundieff,87818
99667,Alexander Hall,33052
66274,Richard Tuggle,11707
67590,Mark Linfield,72334
144430,Paul Donovan,42033
70862,Richard Thorpe,26175
23951,Raffaele Mertes,58433
148601,Don Weis,108668
145837,Paul Sloane,85610
11688,Jan Svěrák,6079
82351,Henrik Ruben Genz,15952
13980,Vincente Minnelli,43029
4109,Michael Curtiz,53865
74566,Yves Simoneau,265741
1434069,Nick Oceano,75886
168782,Don McBrearty,377432
37526,Fernando Trueba,63498
76367,Kjell Sundvall,327231
41720,Jerry Paris,25441
1710990,Vassiliki Khonsari,39785
95901,Bruno Dumont,317384
1061561,Mark Cousins,227800
8501,Nunnally Johnson,28285
233998,Sven Bohse,171873
587928,Emilio Aragón,50004
208113,Sarah Smith,51052
20658,Naomi Kawase,2010
10781,Michael Apted,50754
1116302,Taru Mäkelä,315044
96255,J. Walter Ruben,121006
7727,Phil Tippett,10304
30058,Steven C. Miller,326425
51760,Jay Sandrich,28124
5281,Spike Lee,210041
11147,John Cassavetes,29845
51043,Hubert Frank,74884
1271980,Peter Burger,14440
11343,David Yates,54406
88857,Dome Karukoski,287486
62863,Jorma Taccone,37931
1087383,Johan van der Keuken,269963
56738,Michelle Manning,83078
15775,Kevin Lima,15789
994329,Jason Baffa,299909
21678,Olivier Assayas,24488
18899,Yuen Woo-ping,11537
21311,Wesley Ruggles,54773
1128799,David Ferino,128571
22686,Maria Schrader,391663
129926,John Junkerman,13434
93906,Robert Z. Leonard,94881
1626867,Joe Stephenson,346384
65452,Mike Leigh,57978
57113,Dan Gilroy,242582
11649,Cameron Crowe,105567
14674,George Cukor,95874
138764,Frank De Felitta,30931
1175903,Truman H. Talley,195516
77651,Matt Aselton,14940
1003245,Donovan Marsh,61410
939452,Terry Miles,109500
85445,Rohan Sippy,19620
84931,Michael Cuesta,245916
109455,Austen Jewell,32611
107490,Jaco Van Dormael,330764
59126,Alister Grierson,48340
87356,Abbas Alibhai Burmawalla,41902
44114,Simon J. Smith,57718
11505,John Hughes,12714
144519,Gilles Paquet-Brenner,31355
560264,Eduardo Mignogna,71114
70850,Andrew Sipes,11859
238650,Robbe De Hert,199916
143561,Sam Taylor,42368
544655,Fabrice Eboué,248390
84737,Adrian Shergold,65579
72258,Steve Boyum,92208
66605,Todd Solondz,11446
29388,Mario Siciliano,167874
6495,Mira Nair,317557
122728,Charles Matthau,46732
5026,Akira Kurosawa,25858
2725,Rainer Werner Fassbinder,2264
1181281,Saschka Unseld,200481
237952,David Muñoz,319396
4385,Sergio Leone,43020
85598,Vikram Kumar,19950
213485,Andreas Öhman,346469
115122,Dmitriy Dyachenko,267481
979351,Tony Coleman,173938
225746,Christian Larson,250578
1062842,Martin Hollý,208436
71729,Steve Martino,57800
1227885,Dearbhla Walsh,47084
32593,Steven Brill,9678
17784,John Irvin,25707
929899,Edoardo de Angelis,288313
125440,Ferenc Török,41093
29907,Phil Karlson,43034
974,Dexter Fletcher,319888
990865,Hansal Mehta,46383
57895,Robert Harmon,110148
81165,Archie Mayo,148617
571473,Michael Greenspan,167305
1024473,Monta Bell,134427
34682,Jeremiah S. Chechik,4104
31439,Bryan Forbes,34282
2891,Josef von Sternberg,42565
1290942,Benni Diez,254472
139651,Nick Copus,64502
109635,Michael Ray Rhodes,99479
3831,Jean-Pierre Melville,27061
5602,David Lynch,1955
1138433,Armen Evrensel,167948
39853,Val Guest,24580
544876,Vasanth,69422
1028305,Carlos Moreno,136735
1489746,Jamie King,15323
6241,Ernst Marischka,459
119337,Dong-hun Choi,40171
110347,William K.L. Dickson ,32571
108847,Timo Koivusalo,103751
18069,Brian Gibson,11133
12150,Maximilian Schell,72494
23630,Jeff Anderson,31821
1152,Oliver Stone,9563
32327,Ken Russell,11326
1029713,Jeff Kopas,101968
1037335,Derek May,17399
151682,Harry Falk,67493
1217460,Georg Fenady,185495
1614851,Rafa Martínez,328252
4956,Bernardo Bertolucci,44297
109044,Lawrence Bassoff,80211
68085,Carl Schultz,11082
1074019,Bentley Dean,359151
58324,Jean-François Richet,309886
52140,Charles B. Griffith,62880
31497,John Cromwell,25876
280,Terry Gilliam,4442
107301,Nico Mastorakis,109213
38393,Marcel Pagnol,67753
1411581,Mark Steven Grove,316784
108847,Timo Koivusalo,32099
123101,Ari Taub,39516
88571,Harold P. Warren,22293
50567,Melvin Frank,54613
89465,James Riffel,22616
6593,John Huston,10339
38507,Francis Veber,10484
17386,Laurent Cantet,46831
64151,Mike Mitchell,136799
45091,Coleman Francis,31118
211138,Will Koopman,258113
77869,David Giancola,15090
93217,Rebecca Harrell Tickell,111118
1748934,Bailey Kobe,440143
150615,Seren Yüce,54424
1860277,Arthur Sinclair,221737
1137890,Coralie,3134
41670,Rebecca Miller,17113
63477,Ryan Little,10105
92015,Lu Chuan,21345
716,Emile Ardolino,88
1243,Woody Allen,11561
202212,Peter Sanders,226227
128991,Will Lovelace,83589
131184,Phillip J. Roth,65118
1165031,Giorgos Zois,266558
39819,Wayne Wang,78691
118506,Stefan Faldbakken,37766
146295,Yim Ho,52616
69946,Bud Yorkin,19753
21475,John Putch,28512
120529,Hamilton MacFadden,413669
1016134,Martha Stephens,98068
87565,Savage Steve Holland,27353
78751,Ashutosh Gowariker,159657
69488,Nanni Moretti,57967
32767,John Byrum,15029
236551,Marc Goldstein,63171
33485,Ron Underwood,26847
1446447,Ryan Wise,325758
104644,Dan Povenmire,71689
149091,Joseph Anthony,43141
6431,Darren Aronofsky,44214
72191,Pupi Avati,125124
92905,Rick Stevenson,24962
119310,Annette Haywood-Carter,18555
78530,Fausto Brizzi,56014
1054825,Sid Marcus,187993
19242,Tony Gilroy,16558
33026,Harold S. Bucquet,40730
138,Quentin Tarantino,393
55052,Jonathan Gurfinkel,158589
87355,Mastan Alibhai Burmawalla,54959
1168864,Jason Osder,174352
20310,Takashi Shimizu,14217
39608,John Derek,31281
215726,Liz Marshall,181454
30058,Steven C. Miller,94818
176058,Marsh Lamore,19386
123707,John Geddes,86305
5306,Lasse Hallström,28178
75043,Peter Flinth,285165
2725,Rainer Werner Fassbinder,105757
11181,Kenneth Branagh,11971
53925,Jared Hess,59122
108914,Mitchell Leisen,51395
121415,Walter Söderlund,38789
1099404,Ann McElhinney,157674
1157729,Waymon Boone,173980
3950,Len Wiseman,1571
21113,D.A. Pennebaker,57722
107490,Jaco Van Dormael,48336
11809,Rupert Wainwright,13962
113647,Richard LeMay,221801
3776,Jean-Luc Godard,111367
151047,Adam Kurland,54732
51023,Marcus Dunstan,134597
1810493,Dustin Harrison-Atlas,456018
51534,Lucky McKee,10894
138865,Hisayasu Satô,36075
150207,Jeffrey Hornaday,81250
68093,Josh Lowell,11111
108987,William A. Seiter,126083
21136,Michael Cristofer,14533
1284180,Bjorn-Erik Aschim,248833
240,Stanley Kubrick,10056
21958,Mark Rydell,149445
548654,Kim Sang-man,55758
1769,Sofia Coppola,1443
1036768,Xavier Villaverde,114047
956818,Stephen Dunn,353728
18355,Alex Winter,17796
1246494,Jonathan Miller,35109
95458,Gary Hardwick,26454
53782,Jean-Pierre Gorin,84672
1192859,Jamey Durham,186592
130992,Raya Martin,125344
85006,Kang Woo-Suk,49087
48084,Harald Sicheritz,72589
1118074,Marina Razbezhkina,252476
57434,Amy Heckerling,11418
14293,Frank Launder,54391
13524,Christopher Guest,368993
10757,Jane Campion,13787
203159,Alex Pillai,126464
135479,Carlo Ledesma,46221
90454,David Dhawan,39217
58608,Shinya Tsukamoto,25951
21598,Ralph Thomas,68340
1243,Woody Allen,9716
56210,Pablo Trapero,101338
37710,Peter Hyams,15698
93004,Tommi Korpela,300487
59291,Alexandre Aja,149509
102473,Anthony Spadaccini,293625
60922,Josh Gordon,9955
88060,Jeff Pollack,39964
237855,Richard Tanne,310888
56956,Michael Cohn,45006
137576,Julia Kwan,46871
1237175,Rob Walker,51179
31155,Fred Olen Ray,112648
122449,Steve James,411007
554396,Kwang-chun Park,54555
1328921,Elena Tikhonova,201729
13953,Edward F. Cline,38812
980242,Menelaos Karamaghiolis,91584
78806,J.T. Petty,15846
64108,Jake West,87436
1032506,Osamu Kasai,18095
226662,František Vláčil,247112
1294805,Lee Hyeon-seung,81460
47399,Frank Tashlin,42581
544479,Josef Mach,130957
15175,William Friedkin,9846
6593,John Huston,84701
19379,Yannick Kergoat,150049
101750,Pierre De Moro,17132
14855,Frank Borzage,109886
16745,Melville Shavelson,55863
132856,Tim Heidecker,79940
37421,James Naughton,82781
78514,David Hugh Jones,30998
95723,Richard Wallace,62749
15657,Vincent McEveety,46667
122597,Bert Haanstra,149326
1037391,Turner Ross,319093
64073,Mark Aldo Miceli,10174
1437799,Emma De Swaef,180685
648,Philip Kaufman,13572
90542,Mark Cullen,345915
17871,John Hamburg,356305
8246,Barry Levinson,11597
2428,Ernst Lubitsch,77123
22140,Kari Skogland,320011
936622,Michel Poulette,50587
63937,Albert Pyun,47342
129770,Pao Hsueh-Li,66759
80993,Bennett Viseltear,16900
100516,Max Mayer,22051
48583,Anne Fontaine,111190
1572933,Lawrence Elman,440145
30058,Steven C. Miller,359412
58075,Bill L. Norton,19736
1325239,Kanta Kamei,39319
83961,John R. Cherry III,18943
4945,Joe Johnston,13466
1327402,Michael Hurst,29293
131321,Thomas Balmès,44737
1137548,David Paul Meyer,369665
83653,Ryan Shiraki,18826
138140,George Schaefer,150338
1466676,Devon Downs,339342
91186,Douglas Tirola,169860
70905,Vadim Jean,67445
1354894,Chiang Chin-Lin,287703
82418,Erik Van Looy,24860
63709,Craig R. Baxley,14980
559103,Jan Cvitkovič,125795
1217398,William D. Russell,144121
145823,Pascal Rabaté,52350
56570,Wolfgang Murnberger,10469
971273,Jennifer Prediger,276906
30870,Dave Payne,11508
24882,Jacques Demy,31551
125085,Hideo Gosha,37053
131186,Tetsuya Nakashima,54186
29907,Phil Karlson,35017
94643,Rich Murray,26056
11426,Ben Sharpsteen,10895
1108,Shane Black,68721
3026,Rob Reiner,43949
77301,Jiang Wen,12572
30038,Glenn A. Jordan,42146
1453702,Ian Truitner,421443
42113,Zalman King,5203
62020,Jack Sholder,10384
138,Quentin Tarantino,680
34682,Jeremiah S. Chechik,10988
15175,William Friedkin,38985
51600,Clare Kilner,6961
31497,John Cromwell,218389
1776,Francis Ford Coppola,19492
29715,David Swift,22682
1267016,Acim Vasic,231762
8965,Roland Joffé,61294
40199,Anthony Mann,26174
61335,Peter Duncan,103902
57090,Brett Leonard,10163
27146,Robert Lieberman,266331
91758,Mehdi Charef,24553
36693,Richard Eyre,364902
14860,Victor Saville,110465
9181,Edward Zwick,13813
37197,Riccardo Freda,50425
3289,Paul Weitz,39451
104930,Gérard Kikoïne,91683
6818,Werner Herzog,23965
72427,Alan Rudolph,41971
227907,Gustav Hofer,58511
26436,Helmut Käutner,114790
57082,John Stockwell,57353
55884,Peter Lindmark,8743
1328747,Robert Denny,274985
12238,David Lean,50363
1183431,Alexandra Lescaze,201360
6222,Paul Mayeda Berges,9724
1308195,Marni Zelnick,263794
18281,Donald Petrie,9919
11266,James McTeigue,70436
1121253,Tracey Moffatt,187782
103607,Piero Vivarelli,29351
90492,Lynn Shelton,154282
3146,Billy Wilder,239
30700,Jimmy Sangster,3145
228102,Raimund Huber,38526
30310,James Hawes,43711
67767,Hal Needham,83415
129952,Sean McNamara,39346
22676,Ole Bornedal,77883
90367,Sam Liu,408647
239162,Aleksey Mizgiryov,376565
7879,John Lasseter,920
1180839,Jeremy Wooding,280005
47157,Géza von Cziffra,197053
1585242,Jonathan Yi,385379
125085,Hideo Gosha,107641
574411,Radim Špaček,51507
157770,Ben Jones,119321
15189,Michelangelo Antonioni,5165
1032103,Rakesh Roshan,16987
39104,Abel Ferrara,120529
58294,George Armitage,14931
1469397,Tom Daley,341077
99805,Clay Westervelt,28136
95501,Yasujirō Ozu,88271
99346,Stephen Roberts,121238
53935,Dito Montiel,8194
7,Andrew Stanton,49529
61950,Tab Murphy,30718
1366952,Julien Neel,294463
93906,Robert Z. Leonard,162928
13953,Edward F. Cline,99258
35155,John Gray,45759
24011,Jia Zhangke,29972
102797,Robert Marcarelli,98250
1362645,James Spinney,378441
101142,Luigi Scattini,92705
1075101,Ana Piterbarg,114285
937122,Trevor Martin,114562
29009,Ken Kwapis,9779
56208,Lucrecia Martel,8898
8482,Robert Mulligan,22386
144209,Krsto Papić,51444
101142,Luigi Scattini,53623
37633,Jean Becker,54544
92784,Barry Jenkins,24885
4429,Jim Jarmusch,370755
1788,Nicholas Meyer,19259
163784,Seth Barrish,216652
1138212,Christian Winters,156981
22669,Julien Temple,40880
37710,Peter Hyams,4437
1138171,Harish Saluja,156967
143653,Vasili Sigarev,51272
1099847,Joel Potrykus,134662
19101,Lee H. Katzin,36572
113500,Philipp Stölzl,169881
45192,Werner Schroeter,130544
35694,Jason Friedberg,238475
26502,Howard Deutch,41579
14227,Jules Dassin,934
445843,Axelle Ropert,204762
225971,Koldo Serra,12677
78725,Agnès Merlet,39177
94050,Naoko Ogigami,116303
105477,Bernard Vorhaus,40717
11090,Edgar Wright,4638
120144,Charles Saunders,67313
1034316,Rob Schröder,97082
56059,Patrick Read Johnson,34086
116930,Alex Wright,232462
1269761,Aleksandr Gromov,316269
408353,Tia Lessin,159000
17087,Michael Moore,1774
20412,Michael Anderson,1984
12150,Maximilian Schell,42093
125603,Hannu Kahakorpi,109861
56477,Michael Schaack,9551
222142,Pekka Mandart,434306
234400,Nicolo Donato,25541
356,Jack Green,31465
1039349,Hitoshi Ohne,409550
1111685,Dennis Bots,277190
11528,Jean Renoir,3026
12058,Vicky Jenson,10555
76081,Paul Goldman,27018
8296,Christophe Gans,9501
21246,Corbin Bernsen,296456
108217,Jerry Rees,31633
45343,David A. Prior,105869
29433,Lucio Fulci,19204
99875,Masami Hata,77859
184415,Paul G. Volk,39449
12160,Satyajit Ray,35790
25340,Emmanuelle Bercot,70955
1175796,Jean Pierre Lefebvre,389180
230320,Todd Verow,185207
88148,Gordon Parks Jr.,63340
131122,Isidro Ortiz,30713
56891,Rachel Talalay,298830
1432295,Aaron Keeling,326247
14409,David Schwimmer,44945
24657,Franco Zeffirelli,25560
33724,Giorgio Ferroni,211139
1284978,Jason Cohen,381058
219861,Dinesh D'Souza,126509
96627,André Téchiné,64983
159778,Robert Cuffley,394185
53978,Subhash Ghai,170845
1575730,Manfred Vainokivi,384111
95893,James Strong,347938
1049443,Cory Shiozaki,110491
60050,Dana Lustig,21891
16988,Maurice Pialat,39415
102511,Attila Dargay,28967
11431,Ford Beebe,68064
557603,Ricardo Trogi,353163
39012,Peter Bogdanovich,35080
5029,Robert Siodmak,32023
225976,Dan Scanlon,62211
4001,Simon Callow,135473
218737,Elizabeth Mitchell,63585
957,Matthew Vaughn,207703
15127,Luchino Visconti,43231
32375,Mario Monicelli,24195
30129,George Waggner,109109
38516,Denys Arcand,271826
553917,Yusaku Saotome,68828
19509,Jessica Yu,72841
47201,Emily Young,25968
10790,Sam Wood,53860
106345,Neri Parenti,61303
37770,Claude Autant-Lara,64423
36588,Joe Wright,4347
486,Wallace Wolodarsky,6020
40220,Kevin Brodie,104896
89956,Rasmus Heide,48746
932585,Sathyan Anthikad,332827
1357,Christopher Doyle,24403
109339,Julien Magnat,70577
1038645,Susan Muska,105778
108258,Chris Bould,34505
1099125,Geoff Anderson,134415
9855,Terence Young,117781
1184326,David Rebordão,202214
53859,Karel Zeman,8128
64205,Alexandre Arcady,45368
5561,Antonio Margheriti,91265
11887,Brad Silberling,18162
118713,Fabrice Joubert,366143
59848,Jean-Baptiste Andrea,9843
76247,Charles Herman-Wurmfeld,15647
144139,Jindřich Polák,51424
1194410,Julia Montejo,210728
11147,John Cassavetes,32040
101666,Paul King,116149
57173,Jeff Lowell,13160
100558,Andrew Lane,122982
116018,Matthew Barney,36702
126837,Michael A. Nickles,267188
1061561,Mark Cousins,312813
97967,Ismael Rodríguez,103199
1927,Blake Edwards,27225
225396,Angus Gibson,57016
571505,Hajime Sato,42628
1188,Kim Ki-duk,1279
1288803,Edward Lovelace,253309
210550,Kilian Riedhof,79016
1415841,Geoff Browne,313788
87130,Mark A.Z. Dippé,132601
937514,Paul Negoescu,403429
150003,Graham Heid,72640
59,Luc Besson,112205
67818,Andy Byatt,11019
31898,Luciano Salce,99095
1294471,Hwang Dong-hyuk,81481
14674,George Cukor,81699
98107,Graham Linehan,160324
58628,Sara Sugarman,11132
67924,Steno,79572
4600,Joe Dante,11298
1513531,Brian O'Donnell,361018
946135,Seiji Izumi,439056
18738,George Stevens,3110
111416,Richard L. Bare,45627
17167,Andy Tennant,406992
1070225,Ben Russell,211722
50577,Norman Panama,183049
74659,Gregory La Cava,80054
130791,John Lyde,388191
10781,Michael Apted,10130
256107,Steve Kroschel,78573
145678,Patrick Ridremont,150747
5029,Robert Siodmak,27452
565446,Dana Janklowicz-Mann,72308
1032103,Rakesh Roshan,32740
27014,Jan Troell,75162
1374146,Jeremy Benson,355598
8557,Fernando Meirelles,8444
61244,Robert Vince,14059
11983,Alain Resnais,803
17282,Takashi Miike,24561
102429,Roger Corman,42725
70500,Tom Hooper,13542
71049,Li Yang,51520
544760,Steve Payne,66144
107765,Gabriel Cowan,16179
77965,Morten Tyldum,274870
942084,Mark Illsley,24066
2419,Jean-Pierre Jeunet,892
80972,Duane Crichton,16878
57359,Neal Israel,31462
1156286,Greg Kiefer,409366
83784,Jan Švankmajer,18939
54839,Eric Red,32146
1249974,Koji Masunari,61591
366,James Mangold,11232
31155,Fred Olen Ray,394223
1314543,Andrew Napier,267178
14773,Don Siegel,18639
146793,Alberto Lattuada,34866
17329,Neil Burger,157350
81317,Henry Miller,79906
1360146,Rebecca Johnson,290283
64992,Hou Hsiao-hsien,36108
24380,Édouard Molinaro,2798
89914,Elliott Nugent,217802
1572118,Kris Avedisian,381009
52849,Louis C.K.,30969
67590,Mark Linfield,10946
29646,Charles Jarrott,80844
85509,Chip Hale,20033
96071,Bretaigne Windust,205673
147532,Flip van der Kuil,46523
7488,Jean-Claude La Marre,338107
103150,Malcolm Venville,53172
26481,Anand Tucker,2610
93904,Irving Rapper,84086
1216197,John Lee,347689
74655,Jeremy Saulnier,188166
36588,Joe Wright,17332
1045533,Juan López Moctezuma,40074
56714,Daisy von Scherler Mayer,172897
74881,Rocco Urbisci,38145
98173,Greg Lamberson,27548
4786,Richard Attenborough,13957
566166,Natsuki Imai,40713
95462,Donald Cammell,26606
9855,Terence Young,646
5742,Stefan Krohmer,428
65420,Louis Morneau,65460
51534,Lucky McKee,13200
1031204,Sólveig Anspach,236873
1128088,Leni Sinclair,148778
110347,William K.L. Dickson ,104396
239162,Aleksey Mizgiryov,64393
54526,Paco Plaza,8329
44546,Joseph Manduke,77632
3224,Stephen Frears,31067
86783,Rohit Shetty,101783
1140272,Logan Miller,52323
1198151,Scott Scornavacco,210769
82389,Norman Z. McLeod,54430
45672,Bruno Mattei,40084
76381,David Butler,29879
13620,William Hanna,40216
14392,Kathryn Bigelow,36826
18330,Rob Cowan,79073
1081886,John C. Walsh,47500
40312,Raoul Peck,411019
1388631,Rick Castro,44497
5140,Wes Craven,12521
77005,Diane Kurys,46466
1519044,Michael Webber,56441
238118,Vitali Melnikov,65107
2094,Peter Lorre,88176
2352,Jean-Jacques Annaud,10792
1167896,Ned Benson,276401
20921,Monte Hellman,27658
84990,Isao Yukisada,37959
253716,Thorold Dickinson,55207
2127,James Wan,11835
77964,Mike Barker,131039
