6025, 352539
5912, 26939
4881, 28942
351, 278041
4986, 362541
4823, 32113
4986, 72949
3817, 25055
3263, 36530
5912, 14877
7156, 50675
3817, 110130
4986, 188560
4823, 89874
7869, 455661
5912, 10915
9814, 334304
8586, 86326
4986, 10747
4986, 333674
7156, 27114
4823, 177
4986, 77546
8586, 241174
8586, 38321
8586, 57733
4881, 4911
4823, 61865
9814, 72720
4823, 26603
351, 34288
3263, 40430
4986, 29879
4986, 38988
5148, 42724
2635, 271504
3263, 125464
7553, 108209
9814, 44381
4823, 53514
4823, 92381
4986, 42728
4823, 11038
4986, 50715
7553, 127370
7553, 69234
3263, 261273
2635, 12806
3263, 89998
5912, 135385
6025, 48580
4881, 300542
4881, 38774
3836, 11089
7553, 248417
3817, 19154
7156, 48260
5388, 52627
3817, 23391
4986, 129734
4823, 363383
3836, 184149
4823, 39472
4823, 6538
7156, 24
4986, 410694
3817, 64166
7156, 218408
4823, 119433
4823, 22705
3836, 83732
4881, 316410
4986, 976
2635, 302323
4881, 11879
4881, 73120
2635, 10860
3263, 105538
8586, 36075
4986, 1254
4823, 20626
4986, 164328
5912, 11969
6025, 259171
7156, 38417
4823, 52925
9814, 378236
2635, 401
4986, 8768
5148, 35002
5148, 198450
2635, 352490
4986, 52277
3836, 413049
4986, 60409
3817, 167733
4986, 41180
4881, 85758
2635, 259550
5388, 9810
5388, 86700
2635, 55138
4881, 48309
4986, 76002
4823, 82696
3836, 189215
4986, 21555
8528, 130515
3817, 13797
4881, 21631
3836, 17995
4986, 15213
4823, 9478
4823, 119801
4823, 103122
8586, 70810
4986, 408509
351, 11092
4823, 125578
4986, 4182
4986, 60951
4881, 181283
3817, 43128
4823, 40247
2635, 9700
4986, 11763
3817, 353879
4823, 61070
4986, 18317
3836, 84177
9814, 263945
4881, 15962
2635, 31561
3817, 83723
4986, 43228
3836, 72308
3263, 26358
7156, 49481
4881, 35113
9814, 13017
2635, 121003
3817, 967
9814, 13969
4986, 8358
7869, 11836
7156, 38011
351, 146223
4881, 7873
4986, 9095
3263, 113523
4823, 15648
4986, 96600
4823, 57479
5148, 10379
4986, 41006
3817, 330628
5388, 277388
5912, 43448
4823, 293491
4986, 219166
7869, 33857
4986, 71481
5912, 1673
7156, 15809
3836, 130272
4986, 71445
4986, 64197
8586, 40028
4986, 109539
4881, 168098
4986, 49235
4986, 241239
4986, 16885
2635, 27283
4823, 347528
4823, 16632
8586, 22194
4823, 68173
4986, 2288
8586, 26946
8586, 11587
4823, 17281
4629, 45713
3817, 449503
4986, 413648
4629, 43997
4823, 10654
351, 16938
7869, 345637
3817, 90785
5388, 59859
4986, 696
4881, 10998
3817, 17314
351, 26293
8586, 276624
4823, 30892
3836, 8770
3836, 125034
8586, 344854
4986, 56067
4823, 415730
2635, 70591
4986, 13551
8586, 95560
3817, 240566
4986, 136190
4823, 41669
5912, 29966
3817, 443700
7553, 115306
4823, 26743
2867, 34204
9814, 75626
4823, 41301
3836, 79090
5912, 223485
4986, 56092
351, 41616
4881, 2652
4823, 253251
3817, 245917
8586, 24421
3817, 353595
8586, 19058
4986, 120259
4986, 42703
5388, 26119
3817, 85673
5148, 23739
3817, 23286
4823, 334461
3817, 30948
7156, 12201
4881, 136418
3836, 269705
2635, 14963
4881, 227348
3817, 52810
4986, 46902
4823, 75963
2635, 28304
7156, 6723
3836, 23523
8586, 32540
4986, 3082
9814, 187662
3836, 369165
7553, 76330
4986, 34696
4986, 43525
8586, 197919
6025, 72664
3817, 5742
4881, 3541
4881, 37455
8586, 224778
4823, 251671
4986, 2320
3817, 5845
4881, 31262
8586, 28450
4986, 22449
8586, 8689
5148, 82430
4986, 84643
4986, 124294
4986, 64901
4823, 351067
3836, 99453
8528, 245917
4986, 1879
7156, 49583
2635, 121636
2635, 68013
4823, 6488
8528, 1689
4986, 38415
9814, 11451
3817, 29231
4823, 60061
4823, 27211
3263, 818
2867, 28486
3836, 203252
351, 8054
5388, 75143
4823, 6439
7156, 26850
4823, 160155
4986, 25649
3836, 11218
3263, 82401
5388, 269149
351, 38459
351, 314389
7869, 96750
4986, 354072
4986, 27609
5148, 36588
4881, 14362
5388, 2161
4823, 31633
4823, 267035
9814, 42001
7553, 15392
4986, 8414
2635, 47595
4986, 36402
351, 431567
8586, 347064
4986, 62215
4986, 10360
3817, 43417
5388, 77068
7869, 68828
4823, 205410
3836, 46983
2635, 320917
5912, 84905
2635, 13206
7869, 118727
4986, 50474
5388, 205221
4823, 43915
4881, 49021
3836, 83479
4823, 238713
4823, 10315
5388, 131631
7869, 22779
4986, 223816
4823, 163018
4986, 89145
8586, 20850
4881, 23736
9814, 15139
4986, 47554
4823, 15587
4881, 369032
4823, 277967
4823, 291157
3817, 195834
4823, 42261
2635, 22588
9814, 19100
4881, 301233
2635, 48833
4881, 382602
3817, 34138
4986, 417056
4823, 190913
4986, 64032
4881, 298312
8586, 9538
4881, 241554
4823, 84971
4986, 139997
7869, 52458
4986, 17365
5388, 11
5388, 147882
3817, 16687
2867, 153021
9814, 313297
2635, 19173
4823, 103678
5388, 336666
2635, 42694
4881, 2114
3263, 9872
4986, 136466
2635, 38702
3836, 1774
3817, 86603
4986, 14421
4881, 97559
4986, 310442
5388, 43041
6025, 35580
2635, 258099
8586, 18043
4986, 79465
4986, 40344
3817, 37582
4986, 44564
4823, 198567
351, 42595
4986, 41847
4823, 73649
3263, 21356
4823, 11589
7156, 72074
3817, 49852
4823, 46732
8586, 84784
4823, 22244
4986, 40243
4823, 24476
4986, 14235
3836, 83587
3836, 31223
5912, 72473
9814, 313371
4986, 131907
4986, 161246
4881, 82390
2635, 55727
4986, 2457
2635, 64403
4823, 12719
8586, 9048
3263, 324670
4823, 157360
4881, 66526
7553, 44323
4986, 413588
351, 20000
2867, 347497
7869, 197210
4986, 85052
4986, 74879
9814, 121001
4629, 81649
4881, 27446
3817, 212270
4986, 56691
7156, 60760
5388, 13964
2635, 66164
4881, 28433
351, 7485
7553, 20622
4986, 56608
4881, 46001
4881, 22672
2635, 34623
2635, 3064
4881, 68590
9814, 6951
2635, 159704
5148, 71511
7553, 32465
4629, 115520
4986, 62564
4823, 762
4823, 59122
4986, 86431
351, 116973
7869, 379291
5388, 83761
4986, 195450
7869, 50321
4823, 97598
5148, 294161
3836, 71506
5148, 110416
4823, 45120
4986, 336026
3263, 30299
8586, 23122
4823, 150
4823, 16991
4881, 348320
5388, 8592
4986, 278247
4823, 68827
4986, 88727
2635, 47432
3836, 233841
4986, 188538
3817, 55472
4986, 70104
9814, 47951
7156, 36245
4986, 11866
4881, 10536
8586, 26554
4823, 78998
4823, 98857
7156, 16411
9814, 13962
7553, 42837
7156, 76891
4986, 43594
4823, 37006
4986, 1920
3836, 106049
4823, 57662
3836, 13206
4881, 401123
4986, 226701
4823, 329263
2635, 10197
7553, 102242
4986, 280509
3836, 172120
8528, 2669
5388, 3716
4823, 401442
4823, 10107
4986, 10451
351, 47571
8586, 105098
4823, 130925
5388, 186881
4881, 52764
7156, 240177
4881, 30202
7553, 57825
3263, 384894
4823, 2959
5148, 407655
4823, 14923
4881, 48594
8586, 37169
3836, 132128
4986, 81760
4823, 65896
4986, 45938
4986, 52758
4823, 107812
4986, 37028
7156, 34689
8586, 156045
7156, 28019
7869, 212156
3836, 169840
2867, 81416
4823, 175555
4986, 42914
3817, 22314
4823, 32616
4986, 2139
4823, 60366
4881, 376570
3817, 68721
3817, 241562
2635, 43517
4986, 25467
3817, 271110
5912, 113214
2635, 53446
4986, 73527
9814, 35
4986, 13804
3836, 52918
4823, 160254
2635, 38291
3817, 211139
4986, 25037
4823, 3525
7869, 3171
3817, 69784
3817, 44439
7156, 83078
3817, 14579
4986, 189803
3817, 52916
3817, 1428
7156, 136795
4986, 33314
7869, 13647
7156, 51209
8528, 45694
5388, 245170
4823, 14733
4986, 245169
7156, 38955
8586, 28605
2867, 393658
7156, 74379
7156, 49172
4986, 22556
3263, 43023
5388, 112675
4986, 106254
351, 996
4986, 58515
4823, 41243
4881, 300983
4986, 45945
4986, 55011
3817, 10722
3817, 19996
4986, 42021
4823, 82470
3263, 40352
2635, 238749
4986, 76532
4986, 11632
2635, 70498
2635, 64649
3817, 11234
4881, 79078
4823, 30002
4881, 321662
9814, 61855
4823, 8211
4986, 296472
4881, 178751
6025, 29266
2635, 8273
5388, 15173
4986, 38621
4986, 16781
3836, 288708
4823, 11938
7869, 15906
4823, 220106
7869, 22504
4823, 810
4986, 42157
4986, 239103
9814, 48287
3263, 185471
8586, 28440
4986, 374464
5148, 52826
351, 33393
8528, 659
4823, 42802
4986, 92950
4986, 14197
3836, 45852
8586, 20388
4823, 18539
4986, 48750
7156, 57214
9814, 27307
7156, 27036
6025, 41497
4986, 17978
4986, 86763
4823, 14749
3263, 239853
3263, 310814
3817, 2112
5388, 39544
3817, 121945
5388, 12484
3817, 39907
2635, 50988
4823, 387938
4823, 25625
5912, 38611
2635, 900
4823, 34057
5388, 24750
2867, 70104
3817, 2038
4986, 21575
351, 54801
4986, 16515
4986, 10129
8586, 115084
4823, 634
4986, 77765
9814, 15374
8586, 12205
3817, 53085
7869, 260211
2635, 31906
3817, 49029
4986, 180856
4986, 227156
3817, 49199
5148, 27112
7156, 35201
7156, 61952
9814, 36748
4986, 26762
2635, 223816
4986, 27372
3836, 86282
351, 32652
3817, 787
4881, 10272
6025, 104214
9814, 11887
5148, 16999
3817, 53655
4986, 19893
3836, 84346
4986, 5203
351, 38457
2635, 111473
7156, 30810
8586, 23014
4986, 54144
6025, 42123
8586, 5845
5388, 270585
4881, 352372
4881, 80624
4823, 120555
4986, 24653
4881, 228101
7869, 32532
8586, 28504
3817, 153738
2635, 72888
5148, 11236
4986, 54277
4986, 96231
5388, 6499
4823, 9778
2867, 205321
3836, 21974
7156, 70113
2635, 65503
8586, 28389
3817, 6415
5148, 12224
4823, 40687
4986, 58429
4986, 59963
4881, 113788
3817, 10253
5912, 42252
5388, 10479
7156, 101190
7553, 2976
4986, 26571
9814, 24678
3836, 343887
8528, 947
8586, 10166
4986, 329865
4986, 172149
5148, 241396
7156, 149445
4823, 94225
4823, 11972
4986, 212058
4823, 47405
7553, 325712
7156, 27504
7156, 363992
5912, 38978
2635, 41007
4823, 10490
7869, 13648
8586, 363689
4823, 91607
3817, 10034
3817, 82485
4881, 19384
4881, 40850
4986, 46934
8528, 16914
7156, 15394
4823, 179398
4823, 34196
9814, 19101
6025, 56077
351, 77029
4823, 20382
2635, 142635
4986, 360814
7156, 56515
4823, 137757
4986, 22795
4986, 72811
8586, 2667
4823, 13485
4823, 56825
4986, 11864
4986, 78450
2635, 49496
351, 23014
351, 31701
7869, 337703
4823, 9593
4986, 8293
3263, 269246
7156, 335498
3836, 54812
4986, 380111
4986, 11787
5388, 808
2867, 44746
3263, 15212
2635, 46729
7156, 86667
4823, 280045
4986, 105737
4823, 260522
7156, 72387
4823, 417870
3817, 23736
4881, 26719
4986, 20537
4986, 2998
5388, 26643
4986, 19593
4986, 88811
2635, 10154
4629, 69326
7553, 319096
4986, 8966
8586, 422715
4823, 42832
4823, 299513
4986, 18320
3817, 122894
4823, 13067
4823, 53168
5148, 21481
9814, 13311
4823, 4727
4986, 134673
2635, 8129
4986, 43689
3836, 94326
4986, 409903
8528, 351339
3263, 30863
4823, 84199
2635, 46889
7156, 260883
4986, 16429
2635, 76714
5148, 253533
3836, 406231
7869, 43650
4986, 42084
3817, 16513
4986, 43370
4823, 391375
4986, 126318
3263, 14011
4986, 17677
4823, 50387
4823, 393079
7553, 46929
7553, 10537
3817, 130948
3836, 55676
4881, 8284
4823, 20912
4986, 15059
4823, 9994
4986, 299585
4986, 323968
8586, 9638
5912, 38680
4986, 424488
7553, 43792
3817, 37431
4986, 76105
4823, 44869
4629, 45505
4986, 80849
2635, 363413
4986, 20379
4881, 39824
4986, 21966
3263, 390734
4986, 17450
4881, 167960
3836, 220075
4986, 134908
4986, 149026
4986, 26371
5912, 60542
4881, 86252
4986, 36699
7156, 259183
2635, 42668
4986, 10161
4986, 13501
4986, 265169
7156, 26203
4986, 54911
7156, 220447
3817, 6589
5388, 15969
4823, 188468
5388, 2267
4823, 96987
4986, 50696
4986, 12183
4881, 597
8586, 254474
4986, 15772
2635, 44282
3263, 78
3836, 41886
8586, 132705
4986, 10310
4986, 69
351, 11020
2635, 270343
2635, 15104
3836, 30906
2635, 63260
2635, 184440
4986, 320588
2635, 46504
4881, 10283
4881, 63946
4881, 82507
4986, 28313
4823, 26971
7156, 180929
4823, 10261
2635, 40687
4823, 5175
4823, 17871
351, 18871
7553, 26430
4881, 52666
3836, 244698
2635, 118011
4823, 391642
4986, 42986
4881, 159211
2635, 105045
9814, 9880
4823, 44680
4986, 38878
4881, 387845
4986, 15472
4986, 16661
5148, 39510
4823, 11045
7553, 254936
4881, 103067
3263, 25391
3263, 27642
2635, 9778
4823, 16814
4823, 25767
8586, 308017
3836, 81716
4986, 58075
4986, 43263
3817, 52808
5388, 14749
4986, 10841
4881, 53712
2635, 14474
6025, 1786
3263, 164377
351, 15360
4823, 31321
4986, 256740
5388, 113082
2635, 412093
4823, 8873
7869, 145760
4881, 18222
3836, 126132
351, 65707
4986, 66945
8528, 97397
4986, 84329
4823, 8067
3263, 113215
3263, 35074
8586, 76617
8586, 79544
4881, 38706
4986, 43455
8586, 56132
4881, 72710
4823, 65892
4881, 31116
6025, 32052
7156, 46095
4986, 14163
4986, 75780
4823, 135390
3836, 292947
6025, 77223
4986, 278717
2635, 858
4986, 55184
7156, 18420
2635, 60125
4823, 369883
5388, 87115
4823, 41479
9814, 20886
2635, 111302
3817, 105945
4881, 37961
4823, 37165
4986, 1927
4881, 10163
4986, 19688
3817, 27306
3263, 360292
5388, 43884
4823, 26450
5388, 21736
4986, 39902
3817, 7916
3263, 18331
4986, 342165
9814, 42884
4881, 43434
4986, 71041
5388, 140887
4986, 360638
4823, 103332
4986, 98203
7869, 10010
4986, 201066
351, 14788
3817, 14476
4823, 2335
5148, 18095
4823, 9760
9814, 10714
4986, 49781
4986, 36511
7553, 38716
6025, 124250
7156, 47259
351, 33387
4881, 4909
3836, 56475
4986, 19072
7156, 32079
4823, 33250
7869, 20378
4823, 14064
3836, 13359
3836, 453008
2635, 84299
4986, 380282
4986, 230779
4986, 27769
4986, 288952
3817, 25927
4823, 8366
8586, 287424
3836, 176182
6025, 23567
4986, 42260
3817, 12625
7156, 253476
3263, 18502
7156, 44751
5388, 19051
7553, 235690
4823, 33668
8586, 1562
2867, 201350
8586, 273645
4986, 49009
4986, 145312
4986, 43487
4986, 103740
4986, 1643
7156, 3701
7553, 80585
4823, 5757
4986, 36635
8528, 30527
8586, 78093
4986, 79721
4823, 67272
4823, 61434
8586, 27439
2635, 52345
3836, 373481
4986, 21290
8586, 21453
4986, 48130
5148, 299824
4986, 167928
4823, 16240
4986, 10637
5388, 33196
5912, 35561
3263, 1487
7156, 10629
4986, 21828
4986, 41792
3817, 44245
4986, 56935
8586, 31129
4986, 7872
4823, 24236
4986, 49500
5388, 63736
3263, 2462
4823, 94590
5148, 189204
4986, 86829
351, 400136
4986, 294963
4986, 74308
3263, 17918
3836, 449012
4823, 159638
8528, 21876
4986, 51828
4881, 11306
5388, 63686
2635, 56151
4986, 110628
3263, 354556
2635, 156201
4986, 164
3817, 11045
4629, 71576
4823, 217038
4823, 58128
5912, 5065
5912, 14117
2635, 42607
5148, 14506
8528, 119193
4986, 32559
4986, 56518
4986, 36887
4823, 102053
4986, 44511
3836, 20436
2635, 44434
3817, 1979
4986, 31935
351, 45577
6025, 43791
7869, 62429
4986, 9552
4986, 39837
7869, 43071
4986, 232018
4823, 335897
3263, 2067
3817, 1991
4986, 52780
2867, 51443
8528, 22638
3817, 62852
6025, 38154
8586, 20357
4986, 101766
5148, 11627
8586, 76804
4986, 199206
351, 39433
9814, 65592
4823, 9767
8586, 69059
7156, 65679
4986, 38842
5388, 64508
4881, 9104
4881, 192102
4986, 14580
4881, 14462
7156, 560
4986, 232679
4881, 5175
4881, 49849
8586, 84391
3263, 423733
4986, 8895
5388, 25682
7156, 324552
2635, 12777
2635, 73134
4823, 3023
4986, 58462
4823, 19458
5912, 277809
3836, 383914
2635, 35059
7553, 19525
3817, 244
3263, 27864
7869, 531
4986, 38749
3817, 328595
3817, 97632
4881, 3014
3263, 46076
5148, 126420
2635, 12254
4823, 6396
4986, 32261
6025, 277190
5388, 54279
4629, 125025
3263, 29959
3836, 55230
8586, 133063
3817, 80539
5388, 36588
9814, 11674
4986, 64694
5148, 197599
9814, 35320
4986, 159109
8586, 287524
4986, 43192
3263, 19486
4986, 14422
4986, 83036
4823, 13374
351, 622
4823, 344
3836, 216755
3817, 62855
5912, 43319
4823, 59058
8586, 122982
3817, 339403
9814, 363482
3817, 326284
9814, 141976
4986, 50161
4986, 67362
4881, 18146
4986, 40113
3817, 8870
4986, 121674
2635, 57204
3836, 334682
7869, 427409
7553, 33319
4986, 58545
3817, 85014
8528, 11646
4881, 100089
3263, 9849
8586, 228676
4986, 9586
2635, 18683
9814, 13932
3817, 10048
8528, 13554
9814, 15552
4986, 136572
7553, 22984
4986, 119425
4629, 49579
4986, 60087
8586, 29445
7553, 20556
4986, 51444
3817, 38780
2867, 24810
351, 191465
4986, 4912
351, 324560
4986, 91426
7869, 36865
4986, 186935
4823, 174187
2635, 208431
2635, 1921
4823, 216652
3263, 17911
4881, 269776
2635, 11859
9814, 10386
4881, 202171
2867, 159937
4823, 24948
5148, 161246
4823, 134153
3263, 71933
4823, 38674
4823, 166221
4986, 41969
8586, 15701
4823, 289339
4823, 52280
7869, 33274
3263, 26623
3836, 12094
4986, 2010
7553, 784
5912, 60285
4881, 329010
7156, 88237
3836, 62717
4823, 329134
4881, 10768
4823, 45046
7869, 36218
4881, 133396
4823, 2322
8586, 327253
4823, 74534
4986, 46686
5388, 9360
5148, 71676
3836, 320385
4986, 19426
351, 18851
4823, 210940
3817, 243531
7156, 9921
4986, 2762
4986, 120657
4823, 9526
8528, 80853
2635, 20583
351, 5236
4823, 52939
2635, 43943
2635, 79372
9814, 117751
3836, 15580
4823, 17825
4823, 13587
3836, 26317
2635, 38981
4823, 21060
4986, 83651
4986, 138977
5388, 48844
8586, 378018
5388, 10750
2867, 179641
4986, 367416
4986, 45861
7156, 30368
7553, 14518
3836, 19112
4986, 3766
4823, 40446
4823, 246314
4881, 11018
8528, 11788
4986, 54243
4986, 24734
4881, 270383
8528, 18229
2635, 32331
3836, 32562
3263, 257344
4986, 16270
8586, 128866
9814, 48414
2635, 9303
4986, 42355
5388, 9326
3817, 22359
4823, 114438
5388, 43962
2635, 167581
3836, 72715
7156, 14638
4986, 146
4881, 35851
4881, 316784
4986, 45967
4986, 149154
2635, 85883
4881, 16617
5388, 32617
4823, 42204
4986, 211144
9814, 64130
4986, 370835
4986, 105528
4823, 42529
4823, 15768
2635, 111794
3817, 49478
4881, 299359
4986, 965
5148, 23356
4823, 10466
2635, 104433
4823, 258691
5388, 200654
3817, 444713
5388, 43144
3817, 27716
3817, 258489
2635, 52772
9814, 204712
4986, 41758
5388, 291805
5148, 18672
4881, 105737
4823, 182129
4823, 20053
4986, 33558
4881, 333594
4986, 238398
5912, 158443
4986, 76229
4986, 44668
7156, 116746
8586, 30879
4823, 911
7869, 137106
5912, 56152
5388, 32148
5912, 72471
4986, 9549
8586, 27886
7156, 25376
4823, 191024
4823, 10057
9814, 77664
5388, 353500
2635, 21311
8586, 14254
7156, 173847
4823, 12121
4881, 127872
4986, 44750
3817, 148331
3817, 46124
4823, 339
4986, 124853
7156, 136752
3836, 46898
4986, 10151
8586, 18775
4881, 92675
4986, 51956
7869, 77759
7553, 34767
2635, 10603
2635, 68977
4823, 50670
4986, 88036
4823, 25109
4986, 45905
4823, 47139
4823, 37832
8586, 38410
2635, 104439
3263, 5546
4823, 34423
7553, 25599
4823, 369058
2635, 18790
3817, 64305
5388, 109020
2635, 31005
4823, 286554
7553, 31147
7156, 8281
8586, 49343
2635, 42048
3263, 10865
4986, 112119
4823, 10070
351, 3580
2867, 24563
3836, 57395
4881, 73454
7156, 11468
4823, 224061
3817, 28925
3817, 79509
5388, 11780
2635, 33738
4881, 100243
3817, 312113
4823, 5183
2867, 134746
4986, 38440
2635, 45179
4823, 76286
7869, 14572
2635, 33375
6025, 20850
2635, 149218
4881, 14833
3817, 106513
4986, 118451
5148, 287903
8586, 32322
2635, 18840
3263, 18839
8586, 34125
5388, 43616
4986, 159550
4823, 74938
5912, 27443
4986, 96936
4986, 51443
2635, 63142
4629, 47034
4986, 2860
3836, 127505
4986, 30126
7869, 48329
4986, 366742
6025, 26843
4986, 43219
7156, 37835
5148, 75074
4881, 87884
4823, 61008
3836, 89708
4986, 9422
4986, 180685
4986, 10464
9814, 32685
7156, 88811
3817, 27208
4986, 81626
4986, 216541
4823, 30183
4823, 16433
3817, 1996
4881, 48197
4986, 38617
3817, 36583
4986, 10533
7156, 14807
4986, 287495
5912, 147692
7869, 212167
4823, 62463
7156, 146341
3836, 359641
4986, 115108
4986, 8462
4986, 117751
4986, 228198
4986, 36542
9814, 52850
8528, 100461
3836, 61777
3263, 77173
4823, 59181
